Baseline 100%T,,Illy,,Mucilago,,Cafeina,,Ox,,Mi,,Ch,,Go,,Verde,,C2,,C1,,C3,,C4,,OFL1,,OFL2,,OFL3,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
2474,34.57320023,2474,58.08938599,2474,62.58456802,2474,61.36519241,2474,58.5075798,2474,59.09759521,2474,59.59641266,2474,64.33068848,2474,66.40255737,2474,67.27596283,2474,63.88309097,2474,72.85644531,2474,57.1514473,2474,119.0768127,2474,160.8596039,2474,90.09931183,
2473,34.49224472,2473,58.18663788,2473,63.39125061,2473,61.4813385,2473,58.28712463,2473,60.10287857,2473,59.68281555,2473,64.91249847,2473,66.37639618,2473,67.32139587,2473,64.73400879,2473,71.67593384,2473,57.13648987,2473,119.146347,2473,161.2185516,2473,90.42736053,
2472,34.60559082,2472,58.35009766,2472,62.57707596,2472,61.14659882,2472,57.37109375,2472,59.09635544,2472,59.02735519,2472,63.8168869,2472,65.28291321,2472,66.68612671,2472,63.02887344,2472,71.75575256,2472,56.82840347,2472,119.484375,2472,160.9740448,2472,89.94534302,
2471,34.63884735,2471,57.64806366,2471,62.59921265,2471,61.06494522,2471,58.4488678,2471,59.8919754,2471,58.60825348,2471,64.87467194,2471,66.71961212,2471,66.82299805,2471,63.06864548,2471,71.38215637,2471,57.13596344,2471,119.4155121,2471,160.2736816,2471,89.35389709,
2470,34.24336243,2470,58.58710861,2470,63.70332336,2470,61.55221558,2470,58.64251328,2470,60.29194641,2470,60.25533676,2470,65.4082489,2470,67.51694489,2470,67.64924622,2470,64.77711487,2470,71.21131897,2470,57.58322906,2470,121.4655914,2470,161.7635956,2470,90.51068115,
2469,34.51050568,2469,57.42641068,2469,63.72211456,2469,61.82195663,2469,58.37039948,2469,59.23517227,2469,58.89356613,2469,64.24357605,2469,67.31114197,2469,66.9941864,2469,63.40351105,2469,71.91744232,2469,56.55611801,2469,119.7555161,2469,161.2962341,2469,89.253685,
2468,34.63113403,2468,58.2117157,2468,63.16949081,2468,61.60554886,2468,57.53848648,2468,59.2799263,2468,59.10066223,2468,64.18088531,2468,67.03919983,2468,66.36078644,2468,63.22954178,2468,70.77867126,2468,56.53964233,2468,120.0744247,2468,160.0742035,2468,89.62419891,
2467,34.60634995,2467,57.98910904,2467,64.26261139,2467,61.74905396,2467,58.11637497,2467,58.93013,2467,59.57321548,2467,64.30342102,2467,67.19644165,2467,66.354599,2467,62.75769424,2467,69.91107178,2467,56.41225433,2467,120.6423874,2467,161.0433502,2467,90.15021515,
2466,34.36966324,2466,59.24797821,2466,63.45960999,2466,62.42516708,2466,58.31208801,2466,59.70841217,2466,60.24358368,2466,64.96709442,2466,67.57089233,2466,66.58443451,2466,63.56474686,2466,70.92713165,2466,57.13777542,2466,120.1718903,2466,161.8805389,2466,90.01953125,
2465,34.51003647,2465,58.66852951,2465,64.70288849,2465,62.14677048,2465,58.88568115,2465,59.84684753,2465,59.52865601,2465,64.76331329,2465,66.2456131,2465,66.88397217,2465,63.00445175,2465,70.5790863,2465,56.74033356,2465,120.4393616,2465,161.0285492,2465,90.58940887,
2464,34.69205856,2464,58.06294632,2464,62.82665634,2464,61.69955063,2464,58.05748749,2464,59.21369171,2464,60.47477722,2464,64.4414978,2464,66.9645462,2464,65.8782959,2464,62.12718964,2464,70.6771698,2464,56.9831543,2464,119.7471848,2464,159.8132019,2464,89.26382446,
2463,34.48450089,2463,59.20907974,2463,64.22796631,2463,63.00930405,2463,59.50333405,2463,59.86336899,2463,60.03061676,2463,64.60404205,2463,66.83837891,2463,66.01024628,2463,61.74195862,2463,69.26796722,2463,56.52399826,2463,121.0127869,2463,161.2285614,2463,90.50733185,
2462,34.63896561,2462,58.09601593,2462,64.42890167,2462,61.32596588,2462,58.32973862,2462,60.0465126,2462,59.96083069,2462,64.49060822,2462,67.35281372,2462,65.34883118,2462,62.25395966,2462,70.24648285,2462,57.04870224,2462,119.8739319,2462,160.4721375,2462,89.54219818,
2461,34.15716553,2461,59.01087952,2461,65.01747894,2461,62.46565628,2461,59.81751633,2461,60.10289001,2461,60.16898727,2461,65.91438293,2461,67.96537018,2461,67.32499695,2461,63.03490448,2461,70.86129761,2461,57.44098282,2461,122.3996429,2461,163.2354126,2461,90.80413818,
2460,34.57863617,2460,58.23227692,2460,64.76853943,2460,61.16529083,2460,59.31481552,2460,59.61536026,2460,60.10510254,2460,64.44211578,2460,67.43266296,2460,66.11180878,2460,62.02042007,2460,69.83117676,2460,56.82674026,2460,121.0580215,2460,161.2153473,2460,89.70419312,
2459,34.52764893,2459,59.51955414,2459,64.55812073,2459,62.43371964,2459,58.3200798,2459,59.39792252,2459,60.2209816,2459,64.93505096,2459,67.54890442,2459,66.1796875,2459,61.20578766,2459,70.13749695,2459,56.55467987,2459,121.2040787,2459,161.322876,2459,90.90888214,
2458,34.63286209,2458,59.03675079,2458,64.02669525,2458,62.20080185,2458,58.41114044,2458,59.77444458,2458,60.33900833,2458,64.515625,2458,67.33234406,2458,65.97598267,2458,62.24015808,2458,69.15280151,2458,56.4091568,2458,120.6343918,2458,160.5346527,2458,89.69783783,
2457,34.73997879,2457,58.01345062,2457,64.68776703,2457,61.73072052,2457,58.4166832,2457,59.74162674,2457,59.84184265,2457,64.3108139,2457,67.4927063,2457,66.24492645,2457,61.59363937,2457,69.59127808,2457,56.37579727,2457,120.258522,2457,160.0301514,2457,89.09989929,
2456,34.54594803,2456,59.23991776,2456,64.63461304,2456,62.58906174,2456,59.1257019,2456,60.35675812,2456,59.67187881,2456,65.00964355,2456,67.32620239,2456,66.09680939,2456,62.26636124,2456,69.41491699,2456,57.1230278,2456,120.7760925,2456,161.6388245,2456,90.05952454,
2455,34.4345665,2455,59.22877884,2455,65.16230011,2455,62.38280487,2455,59.90970612,2455,61.07979965,2455,60.12967682,2455,65.78032684,2455,67.62741089,2455,66.35209656,2455,62.14339066,2455,70.65221405,2455,57.63420868,2455,121.7967987,2455,162.0889893,2455,90.63911438,
2454,34.46891785,2454,58.85328674,2454,64.8015213,2454,62.35161591,2454,59.00886154,2454,60.70355606,2454,60.22775269,2454,65.1625824,2454,68.07382202,2454,66.1969986,2454,63.12589645,2454,70.76469421,2454,56.54226685,2454,121.448204,2454,161.0911255,2454,90.47397614,
2453,34.5704422,2453,59.11112976,2453,65.17084503,2453,62.29730988,2453,58.72383881,2453,60.42333221,2453,60.30783081,2453,65.21901703,2453,67.40781403,2453,66.5164032,2453,62.19132996,2453,70.00018311,2453,56.86917877,2453,121.9508972,2453,160.6493683,2453,89.54628754,
2452,34.66675568,2452,58.57431793,2452,65.50501251,2452,62.55033493,2452,59.28966904,2452,60.57012558,2452,59.61185837,2452,65.08640289,2452,66.97416687,2452,66.9826889,2452,62.30589676,2452,69.81596375,2452,56.7282486,2452,121.2834091,2452,161.3398132,2452,89.98513031,
2451,34.44300461,2451,59.18577957,2451,65.74546051,2451,62.52874756,2451,59.2050209,2451,60.65828323,2451,61.02135849,2451,65.52833557,2451,68.79838562,2451,67.1162262,2451,62.76470947,2451,70.79425812,2451,57.16457367,2451,122.3570709,2451,161.6796875,2451,90.79062653,
2450,34.40365601,2450,59.63468552,2450,65.76470947,2450,62.36974716,2450,59.73638916,2450,60.3927803,2450,60.57258224,2450,65.87601471,2450,68.66730499,2450,67.29973602,2450,63.58935928,2450,71.74693298,2450,57.03603745,2450,122.6558533,2450,162.4391479,2450,90.41420746,
2449,34.55511475,2449,59.47409439,2449,66.28572083,2449,61.94882965,2449,59.25831223,2449,60.24187851,2449,60.68899536,2449,65.60520172,2449,67.3391571,2449,67.20248413,2449,62.69324493,2449,70.41969299,2449,57.28674698,2449,121.6467743,2449,161.478775,2449,90.58808899,
2448,34.63070297,2448,59.40550613,2448,65.71930695,2448,61.83751297,2448,59.60968781,2448,60.41239929,2448,60.63716888,2448,65.45018005,2448,67.8405304,2448,66.99410248,2448,63.0887146,2448,71.61073303,2448,57.04877472,2448,121.254303,2448,160.6470032,2448,89.88114929,
2447,34.52314758,2447,59.16518402,2447,66.24443054,2447,62.20697784,2447,60.16565704,2447,60.52890396,2447,60.40276337,2447,65.76831055,2447,68.02156067,2447,67.39860535,2447,63.24417114,2447,71.50163269,2447,56.96857452,2447,122.240387,2447,161.5563965,2447,90.73465729,
2446,34.819664,2446,59.13310242,2446,65.67677307,2446,60.75494766,2446,58.79118347,2446,60.41867828,2446,60.66968536,2446,65.14450073,2446,67.38999939,2446,66.67790985,2446,63.16262054,2446,70.68994141,2446,56.99617767,2446,121.1557999,2446,160.3022308,2446,89.37602997,
2445,34.37657166,2445,59.99072266,2445,66.33518219,2445,62.6313858,2445,59.6794548,2445,61.25077438,2445,60.87949753,2445,66.28599548,2445,68.83950043,2445,67.9658432,2445,64.09107971,2445,72.20449829,2445,57.186306,2445,123.1882706,2445,162.5124054,2445,90.74497223,
2444,34.35429382,2444,60.40446854,2444,67.00427246,2444,62.82410431,2444,59.68866348,2444,60.96723557,2444,61.56769943,2444,66.56438446,2444,68.89602661,2444,67.53529358,2444,63.87175751,2444,72.50624084,2444,57.22128296,2444,123.8789215,2444,162.7458191,2444,91.47950745,
2443,34.46835709,2443,59.68574142,2443,67.12154388,2443,61.61720657,2443,59.93229294,2443,61.46432114,2443,60.04181671,2443,66.33188629,2443,68.70423889,2443,68.05498505,2443,63.93366623,2443,72.08612061,2443,57.58470154,2443,123.3531723,2443,161.9655151,2443,90.34966278,
2442,34.67023468,2442,59.39767838,2442,66.20566559,2442,61.5789299,2442,59.46078873,2442,60.24811172,2442,61.07307053,2442,65.75739288,2442,68.3552475,2442,67.47361755,2442,63.70332336,2442,72.48653412,2442,56.94495392,2442,123.4281387,2442,161.1033936,2442,90.13637543,
2441,34.42495728,2441,60.4473877,2441,66.75930786,2441,62.23669052,2441,59.43543243,2441,61.41075897,2441,61.11017609,2441,66.04574585,2441,69.49603271,2441,68.28858948,2441,64.3026123,2441,73.04069519,2441,57.68282318,2441,124.0182037,2441,161.8026428,2441,90.55560303,
2440,34.63349915,2440,60.53054428,2440,66.7951355,2440,61.53499985,2440,59.22581482,2440,61.19862747,2440,60.51753616,2440,66.02928162,2440,69.19216156,2440,67.81475067,2440,64.09041595,2440,72.00112915,2440,57.34151077,2440,122.5462646,2440,161.1282196,2440,90.28314209,
2439,34.64228439,2439,60.14631271,2439,67.71593475,2439,62.30484772,2439,60.11037064,2439,60.76959229,2439,60.80328751,2439,66.65672302,2439,68.63897705,2439,68.12759399,2439,64.19765472,2439,72.16332245,2439,57.85824585,2439,123.3331299,2439,161.6186066,2439,90.72171783,
2438,34.53628922,2438,60.51753616,2438,67.30314636,2438,61.49679565,2438,60.44384766,2438,61.22751236,2438,61.46250534,2438,66.30979156,2438,69.12890625,2438,68.52449799,2438,65.05111694,2438,72.55544281,2438,58.25136948,2438,123.2809677,2438,162.1436768,2438,90.00460815,
2437,34.53678894,2437,59.80319214,2437,67.59178162,2437,61.63055801,2437,59.64711761,2437,61.28039551,2437,61.56247711,2437,66.52703857,2437,68.7269516,2437,68.5497818,2437,64.84070587,2437,72.77835846,2437,57.74446106,2437,123.9836807,2437,161.9562073,2437,90.85343933,
2436,34.58294678,2436,60.46340942,2436,67.7565155,2436,61.83919144,2436,60.2072525,2436,60.85383224,2436,61.21441269,2436,66.00161743,2436,68.61038971,2436,68.55443573,2436,64.1965332,2436,72.68900299,2436,57.31641769,2436,123.9600906,2436,161.5692749,2436,89.97050476,
2435,34.66744995,2435,59.65336609,2435,67.4382782,2435,61.71179581,2435,59.77956772,2435,61.67492294,2435,60.96582413,2435,65.76291656,2435,68.60817719,2435,68.56195068,2435,64.57131958,2435,72.63748932,2435,57.45550537,2435,123.4062195,2435,160.8610077,2435,90.505867,
2434,34.58889008,2434,59.76449966,2434,68.03260803,2434,61.4163475,2434,59.63286591,2434,61.63123703,2434,61.36458588,2434,66.67127991,2434,69.92573547,2434,68.6036911,2434,65.14175415,2434,72.64241028,2434,57.91795731,2434,123.9189987,2434,161.8542023,2434,89.96348572,
2433,34.44740295,2433,61.0001564,2433,68.36988068,2433,62.22457123,2433,60.66328812,2433,61.87348175,2433,61.3778038,2433,67.11074066,2433,69.80722046,2433,68.74693298,2433,65.26038361,2433,73.34825134,2433,57.66693878,2433,123.9490738,2433,162.9946442,2433,90.43810272,
2432,34.60746765,2432,60.59625626,2432,68.12284851,2432,61.43137741,2432,60.31155396,2432,60.84471893,2432,61.12820053,2432,66.63961029,2432,69.36308289,2432,69.09229279,2432,65.36299896,2432,73.08172607,2432,57.32647324,2432,124.3168259,2432,162.0865021,2432,89.86845398,
2431,34.52135468,2431,60.43124771,2431,67.95471954,2431,61.50888824,2431,60.76346207,2431,61.06337357,2431,61.39104843,2431,66.91010284,2431,69.22184753,2431,69.12931061,2431,65.62198639,2431,73.87963104,2431,58.54676819,2431,124.3751144,2431,162.5216675,2431,90.45287323,
2430,34.66094208,2430,60.53573608,2430,68.295578,2430,62.15864563,2430,60.88634872,2430,61.79219437,2430,61.54039001,2430,66.41549683,2430,69.37453461,2430,69.57041931,2430,65.24901581,2430,73.09307098,2430,57.50123978,2430,123.6816406,2430,162.1092987,2430,90.05180359,
2429,34.6687355,2429,60.7148056,2429,68.21492004,2429,61.34533691,2429,59.89642715,2429,61.90849686,2429,61.72639847,2429,66.60787201,2429,69.65194702,2429,68.90917206,2429,64.24129486,2429,73.28646851,2429,57.60348892,2429,124.8470535,2429,161.7028046,2429,90.17034912,
2428,34.78660202,2428,60.66155243,2428,67.09131622,2428,60.93960571,2428,60.51028442,2428,61.34851074,2428,61.95697784,2428,66.15442657,2428,68.87031555,2428,69.0632019,2428,64.52107239,2428,72.60694885,2428,57.43353271,2428,123.6859589,2428,161.0775452,2428,90.36566925,
2427,34.72533035,2427,60.6378212,2427,68.15586853,2427,61.31969833,2427,60.36847687,2427,61.61429214,2427,61.55810928,2427,66.53533173,2427,69.52701569,2427,68.79211426,2427,65.53236389,2427,73.32467651,2427,58.04351044,2427,124.3971024,2427,161.8973236,2427,90.7782135,
2426,34.74201965,2426,60.59437561,2426,68.79416656,2426,61.52450943,2426,60.40881729,2426,61.89591217,2426,61.3799324,2426,66.80955505,2426,69.72512817,2426,68.54537201,2426,65.2245636,2426,73.52874756,2426,58.13605881,2426,124.2946396,2426,161.7925568,2426,90.13950348,
2425,34.59061813,2425,60.55545807,2425,68.49784851,2425,61.3484993,2425,60.86505508,2425,61.4308548,2425,61.26002121,2425,66.57135773,2425,69.86543274,2425,69.3460083,2425,65.69064331,2425,73.75579071,2425,57.82352829,2425,125.0463943,2425,162.3995667,2425,90.65070343,
2424,34.64145279,2424,60.89109039,2424,68.72167969,2424,61.38868332,2424,60.47698212,2424,62.06357956,2424,62.29867935,2424,67.24633789,2424,70.17218018,2424,69.2365799,2424,65.74153137,2424,74.1309967,2424,57.81731415,2424,124.9381866,2424,162.2907104,2424,90.29995728,
2423,34.79283524,2423,61.46260452,2423,68.39516449,2423,61.07092667,2423,60.28584671,2423,61.68910217,2423,61.67439651,2423,66.72054291,2423,69.15730286,2423,69.31593323,2423,65.54902649,2423,73.83612823,2423,58.3821106,2423,124.2224197,2423,161.715271,2423,90.16481018,
2422,34.65223312,2422,60.69959259,2422,68.60895538,2422,62.10911942,2422,60.34972,2422,61.93041229,2422,61.23265076,2422,67.06674957,2422,69.45824432,2422,69.58202362,2422,65.50830841,2422,74.28300476,2422,58.39367676,2422,124.9704971,2422,162.0535126,2422,90.38615417,
2421,34.72899628,2421,60.72984314,2421,68.79066467,2421,60.75209808,2421,60.93984985,2421,62.29678345,2421,61.58121109,2421,67.09204102,2421,69.74159241,2421,68.96865082,2421,65.55640411,2421,74.46729279,2421,58.76832581,2421,125.5038757,2421,161.8806305,2421,90.70877838,
2420,34.49998474,2420,61.29717255,2420,68.9516449,2420,61.56497192,2420,61.05789566,2420,62.14359283,2420,62.26035309,2420,67.26882172,2420,69.99404144,2420,69.66537476,2420,65.97371674,2420,75.11161041,2420,58.43188095,2420,125.7174225,2420,162.9779053,2420,90.99568939,
2419,34.81655884,2419,61.62214279,2419,68.94697571,2419,60.86965942,2419,60.72918701,2419,61.58637238,2419,61.65261841,2419,66.33344269,2419,69.68288422,2419,69.5413208,2419,65.54496765,2419,74.36139679,2419,58.68737793,2419,124.7934952,2419,161.4947815,2419,90.20015717,
2418,34.73490524,2418,60.96476364,2418,69.08142853,2418,62.41207886,2418,60.90389633,2418,62.61125946,2418,61.18953323,2418,66.55318451,2418,70.0504303,2418,69.94935608,2418,66.22641754,2418,74.53916168,2418,58.19457626,2418,125.4607086,2418,161.8329926,2418,90.23509216,
2417,34.80757523,2417,60.88870239,2417,69.41573334,2417,61.20424271,2417,60.43115234,2417,61.72153854,2417,61.84434891,2417,66.76623535,2417,70.07739258,2417,69.15395355,2417,65.77411652,2417,73.95828247,2417,58.28850937,2417,125.4094391,2417,161.4506531,2417,89.98005676,
2416,34.55200195,2416,61.41387939,2416,69.51707458,2416,61.52967072,2416,60.81496429,2416,62.75545883,2416,62.39662933,2416,67.17623138,2416,69.79947662,2416,69.90949249,2416,66.56274414,2416,75.35969543,2416,59.0782814,2416,125.8491135,2416,162.5931091,2416,90.35915375,
2415,34.7149086,2415,61.31792831,2415,69.39543152,2415,61.28924561,2415,60.97577667,2415,61.96854782,2415,60.97304153,2415,66.68963623,2415,70.15193176,2415,69.36022949,2415,66.31845856,2415,75.15502167,2415,58.7559166,2415,125.8227463,2415,162.2545166,2415,90.24610901,
2414,34.55096817,2414,61.55400085,2414,69.34370422,2414,62.45560074,2414,61.12740707,2414,62.24483871,2414,62.00043106,2414,67.50804901,2414,70.73929596,2414,69.36775208,2414,67.08675385,2414,75.19861603,2414,58.50419235,2414,126.1974564,2414,162.8703308,2414,90.78342438,
2413,34.49470901,2413,61.73816299,2413,69.56169891,2413,62.02741241,2413,61.1120224,2413,62.56121445,2413,61.92389679,2413,67.68713379,2413,71.02793884,2413,69.91842651,2413,67.17855072,2413,75.99763489,2413,59.48545837,2413,126.6623154,2413,163.0517578,2413,91.23201752,
2412,34.51005936,2412,61.62124252,2412,69.54444885,2412,62.26036072,2412,61.32938385,2412,61.99191284,2412,62.41709137,2412,67.85414124,2412,70.34272003,2412,69.6360321,2412,66.66716766,2412,75.35172272,2412,59.12464142,2412,126.5910645,2412,163.0182343,2412,90.6464386,
2411,34.61366272,2411,61.5479126,2411,69.44589233,2411,62.28329468,2411,60.75268555,2411,62.78834915,2411,62.20084381,2411,67.52613068,2411,70.37202454,2411,69.78244781,2411,66.31528473,2411,75.55023193,2411,59.36624527,2411,127.2853699,2411,162.5921783,2411,90.40084839,
2410,34.84369659,2410,60.86792374,2410,69.23271942,2410,61.45209122,2410,60.76173782,2410,62.03754425,2410,61.90248871,2410,66.91159821,2410,69.74855042,2410,68.64763641,2410,66.54251099,2410,74.83423615,2410,58.31896591,2410,125.8535385,2410,161.7422485,2410,90.08052063,
2409,34.58935547,2409,61.31461716,2409,69.32611847,2409,62.28942108,2409,60.77765656,2409,62.14130402,2409,62.61373901,2409,67.39438629,2409,70.5831604,2409,69.68926239,2409,67.06315613,2409,75.44830322,2409,58.60170746,2409,126.9800797,2409,163.1500549,2409,90.8496933,
2408,34.50453949,2408,61.36354828,2408,69.69849396,2408,62.68358231,2408,61.58370209,2408,62.46251297,2408,62.15829086,2408,67.65531158,2408,70.76225281,2408,70.07897186,2408,66.85453033,2408,75.86769104,2408,59.27513885,2408,127.3189926,2408,163.4205017,2408,91.01146698,
2407,34.45622635,2407,62.30014038,2407,69.93061066,2407,62.76095963,2407,61.67991638,2407,62.71337128,2407,62.54109192,2407,67.52983093,2407,70.626297,2407,70.03894043,2407,67.60377502,2407,75.60769653,2407,58.84698105,2407,128.1478577,2407,163.2951355,2407,90.91355896,
2406,34.5278244,2406,62.03736115,2406,70.1415863,2406,62.91729355,2406,61.30797195,2406,62.47278976,2406,62.08876801,2406,67.62802887,2406,70.39727783,2406,69.72685242,2406,67.15886688,2406,75.63039398,2406,59.25992584,2406,127.4937592,2406,163.2542267,2406,90.83527374,
2405,34.5850029,2405,61.56231689,2405,69.74600983,2405,62.1489296,2405,61.29730225,2405,62.7193985,2405,61.96067429,2405,67.36210632,2405,70.24679565,2405,70.22085571,2405,66.74029541,2405,75.59502411,2405,59.31452942,2405,127.6576614,2405,162.9814301,2405,90.62730408,
2404,34.43756485,2404,61.45264435,2404,70.52838898,2404,63.47064972,2404,61.4519577,2404,63.28237534,2404,62.4095192,2404,68.37238312,2404,71.05429077,2404,69.78638458,2404,67.19969177,2404,75.67333221,2404,59.33043289,2404,128.229248,2404,163.925415,2404,91.18598175,
2403,34.5819931,2403,61.5164032,2403,70.59449768,2403,62.64479065,2403,61.54081726,2403,62.91769791,2403,62.06943893,2403,67.40252686,2403,70.36598206,2403,69.40800476,2403,66.57240295,2403,75.22090912,2403,59.16340256,2403,128.1394806,2403,162.770874,2403,90.57007599,
2402,34.70317459,2402,61.21846008,2402,69.798172,2402,62.81819916,2402,61.43710709,2402,62.09862137,2402,62.15525436,2402,67.1388092,2402,70.35493469,2402,69.45751953,2402,66.35044098,2402,75.51843262,2402,58.68074417,2402,127.5423889,2402,162.6184998,2402,90.1115799,
2401,34.64892578,2401,61.38751984,2401,70.26860046,2401,62.53173828,2401,61.11001205,2401,62.89451218,2401,62.14332581,2401,67.35037231,2401,70.33729553,2401,69.68516541,2401,66.80680847,2401,75.15642548,2401,59.17826462,2401,128.0535736,2401,162.8369141,2401,90.71828461,
2400,34.5643425,2400,61.80913925,2400,70.25775146,2400,62.9575386,2400,61.5764389,2400,62.80188751,2400,62.5917244,2400,67.55301666,2400,70.63191223,2400,69.93264008,2400,67.13348389,2400,75.5534668,2400,59.16789627,2400,128.1409912,2400,163.1648865,2400,90.72153473,
2399,34.55505371,2399,61.76893234,2399,70.13975525,2399,62.98926926,2399,61.27732849,2399,62.67879105,2399,61.98115921,2399,67.55645752,2399,70.72800446,2399,69.45372009,2399,66.4344101,2399,75.21868134,2399,59.04465485,2399,128.4355927,2399,163.4692383,2399,90.78735352,
2398,34.69147491,2398,61.63619614,2398,69.96867371,2398,62.78030777,2398,61.14920807,2398,62.15347672,2398,61.79249191,2398,67.27167511,2398,70.59788513,2398,69.50909424,2398,66.43996429,2398,74.92665863,2398,58.50978088,2398,128.4851227,2398,162.6973572,2398,90.4391098,
2397,34.54521561,2397,62.05109787,2397,70.16423798,2397,63.2525444,2397,61.78448105,2397,62.84792328,2397,62.19943619,2397,67.68470764,2397,70.86637878,2397,70.29453278,2397,67.45270538,2397,75.6747818,2397,58.74343491,2397,128.4254303,2397,163.3384399,2397,90.9753418,
2396,34.50617981,2396,61.67988586,2396,69.95955658,2396,63.05251312,2396,61.00224686,2396,63.14749146,2396,62.33618927,2396,67.77025604,2396,71.00496674,2396,70.24665833,2396,67.02212524,2396,75.42456055,2396,58.80385208,2396,128.7603455,2396,163.9330902,2396,90.72075653,
2395,34.73511887,2395,61.61907959,2395,69.64046478,2395,62.84263229,2395,61.14096832,2395,62.05582428,2395,62.41549301,2395,67.33731842,2395,70.31172943,2395,69.59315491,2395,66.65926361,2395,75.39494324,2395,58.81694031,2395,128.1474304,2395,162.6595612,2395,90.38484192,
2394,34.55931091,2394,61.70795441,2394,70.36462402,2394,63.6393013,2394,61.44764328,2394,62.79697418,2394,62.48418808,2394,67.75886536,2394,70.87692261,2394,69.97332001,2394,66.82220459,2394,75.49450684,2394,59.19526291,2394,128.8970184,2394,163.9005432,2394,90.94113159,
2393,34.62448883,2393,61.66536713,2393,70.29959106,2393,63.35358047,2393,61.21735382,2393,62.41639328,2393,62.43822098,2393,67.22473145,2393,70.87491608,2393,69.9358139,2393,67.58931732,2393,75.35145569,2393,59.27676392,2393,128.9316864,2393,163.3150482,2393,90.92492676,
2392,34.6987381,2392,61.35063171,2392,69.71747589,2392,63.08336258,2392,61.1216774,2392,62.09852219,2392,62.1127739,2392,67.71602631,2392,70.6051178,2392,69.50286865,2392,66.97523499,2392,75.11650848,2392,58.91906738,2392,128.5194397,2392,163.1178131,2392,90.23055267,
2391,34.74137115,2391,61.63344574,2391,69.93575287,2391,63.44277191,2391,61.02241898,2391,62.43909454,2391,62.3372612,2391,67.01092529,2391,70.65313721,2391,69.50366211,2391,66.58746338,2391,75.62416077,2391,58.61071777,2391,128.7848511,2391,162.9856262,2391,90.51515198,
2390,34.56443405,2390,61.84511948,2390,70.13023376,2390,63.18383026,2390,61.11423874,2390,63.06119537,2390,62.31620407,2390,67.43698883,2390,70.78987122,2390,70.11251068,2390,67.40692902,2390,75.48306274,2390,59.26131058,2390,129.3771362,2390,163.9747925,2390,90.52882385,
2389,34.49013901,2389,61.28115845,2389,70.76102448,2389,63.49544525,2389,61.45570755,2389,62.95994949,2389,62.46915436,2389,67.90015411,2389,71.38599396,2389,69.75258636,2389,67.70440674,2389,75.75185394,2389,59.50352478,2389,129.723465,2389,164.1676788,2389,91.13542175,
2388,34.61519241,2388,61.50482941,2388,69.93829346,2388,63.65911484,2388,61.27880859,2388,62.41671371,2388,62.0358696,2388,67.38654327,2388,71.2544632,2388,70.00363922,2388,67.19598389,2388,75.8493576,2388,59.27618027,2388,129.4810944,2388,163.7178345,2388,91.03566742,
2387,34.43313599,2387,61.88117218,2387,70.01292419,2387,63.58713531,2387,61.60500717,2387,62.53787994,2387,62.65439224,2387,67.92260742,2387,71.23073578,2387,70.29466248,2387,67.59307861,2387,76.13034058,2387,59.53755188,2387,130.3501892,2387,164.7793427,2387,90.76491547,
2386,34.67024994,2386,61.49002838,2386,69.86886597,2386,63.18212891,2386,61.03834534,2386,62.94968033,2386,62.08468246,2386,67.57447052,2386,70.69017792,2386,69.76239777,2386,67.38079071,2386,76.17850494,2386,59.07633972,2386,129.1924591,2386,163.3108673,2386,90.84683228,
2385,34.65996552,2385,61.42493439,2385,70.01805878,2385,63.38838959,2385,61.61717224,2385,62.83436966,2385,62.3221817,2385,67.76927948,2385,70.96286774,2385,70.11812592,2385,67.41880035,2385,75.77960205,2385,59.22158813,2385,129.7290192,2385,163.6976624,2385,90.43515015,
2384,34.59532547,2384,61.48366165,2384,70.66101837,2384,63.6473999,2384,61.66581345,2384,62.84815598,2384,62.25673676,2384,67.66967773,2384,70.82458496,2384,70.20552826,2384,67.54221344,2384,76.49359131,2384,59.18797302,2384,129.8608398,2384,164.1784668,2384,90.61354828,
2383,34.63684464,2383,61.42472458,2383,70.01616669,2383,63.73954391,2383,60.93363953,2383,62.53079605,2383,61.68306351,2383,67.52722168,2383,70.84692383,2383,70.15150452,2383,67.67463684,2383,76.19345856,2383,59.35279083,2383,129.6366119,2383,163.9341431,2383,90.7546463,
2382,34.49950027,2382,61.77275848,2382,69.98167419,2382,63.9176712,2382,61.69923401,2382,62.80832291,2382,62.59394455,2382,67.88331604,2382,71.15579224,2382,70.3713913,2382,67.99845123,2382,76.58526611,2382,59.42149353,2382,130.9913483,2382,163.946701,2382,90.98133087,
2381,34.62136841,2381,61.01263046,2381,70.10323334,2381,63.61132813,2381,61.27527237,2381,62.18742752,2381,62.49160004,2381,67.88965607,2381,70.21466827,2381,70.16153717,2381,67.96993256,2381,77.03108978,2381,59.40697861,2381,130.3654022,2381,163.7032928,2381,90.61027527,
